Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/13          luaopen_package [26]
                0.00    0.00      10/13          luaL_requiref <cycle 1> [87]
[95]     0.0    0.00    0.00      13         luaL_getsubtable [95]
                0.00    0.00       3/214         auxsetstr [65]
                0.00    0.00       3/18          lua_createtable [86]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00      13/36          lua_getfield [121]
                0.00    0.00       3/82          lua_settop [187]
                0.00    0.00       3/15          lua_absindex [207]
                0.00    0.00       3/40          lua_pushvalue [193]
                0.00    0.00       3/203         lua_setfield [184]
                0.00    0.00       1/163945      luaE_setdebt [178]
-----------------------------------------------
                0.00    0.00       2/41          luaK_posfix [106]
                0.00    0.00       4/41          codearith [102]
                0.00    0.00       4/41          statement <cycle 2> [40]
                0.00    0.00       5/41          fieldsel [74]
                0.00    0.00       7/41          finishbinexpval [105]
                0.00    0.00       9/41          subexpr <cycle 3> [85]
                0.00    0.00      10/41          codeABRK [101]
[96]     0.0    0.00    0.00      41         luaK_exp2anyreg [96]
                0.00    0.00       6/66          exp2reg [76]
                0.00    0.00      41/191         luaK_dischargevars [159]
                0.00    0.00       6/63          luaK_exp2nextreg [163]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_io [78]
[97]     0.0    0.00    0.00       1         luaL_newmetatable [97]
                0.00    0.00       2/214         auxsetstr [65]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/24          lua_pushstring [109]
                0.00    0.00       1/36          lua_getfield [121]
                0.00    0.00       2/203         lua_setfield [184]
                0.00    0.00       1/82          lua_settop [187]
                0.00    0.00       1/40          lua_pushvalue [193]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_package [26]
[98]     0.0    0.00    0.00       2         setpath [98]
                0.00    0.00       2/214         auxsetstr [65]
                0.00    0.00       2/24          lua_pushstring [109]
                0.00    0.00       2/6           lua_pushfstring [139]
                0.00    0.00       2/203         lua_setfield [184]
-----------------------------------------------
                                   7             check_match [99]
                0.00    0.00       1/123         suffixedexp <cycle 3> [44]
                0.00    0.00       3/123         restassign [66]
                0.00    0.00       5/123         body <cycle 2> [84]
                0.00    0.00       8/123         statement <cycle 2> [40]
                0.00    0.00      16/123         funcargs <cycle 3> [77]
                0.00    0.00      90/123         singlevar [46]
[99]     0.0    0.00    0.00     123+7       check_match [99]
                0.00    0.00       2/66          exp2reg [76]
                0.00    0.00       3/4           allocupvalue [168]
                0.00    0.00       1/126         luaK_code [145]
                0.00    0.00       2/63          luaK_exp2nextreg [163]
                0.00    0.00       4/10          luaK_setreturns [218]
                0.00    0.00       1/1           luaK_nil [267]
                                   7             check_match [99]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [40]
                0.00    0.00       9/13          restassign [66]
[100]    0.0    0.00    0.00      13         luaK_storevar [100]
                0.00    0.00      10/10          codeABRK [101]
                0.00    0.00      10/126         luaK_code [145]
                0.00    0.00      12/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00      10/10          luaK_storevar [100]
[101]    0.0    0.00    0.00      10         codeABRK [101]
                0.00    0.00      10/41          luaK_exp2anyreg [96]
                0.00    0.00      10/11          luaK_exp2K [214]
-----------------------------------------------
                0.00    0.00       4/4           subexpr <cycle 3> [85]
[102]    0.0    0.00    0.00       4         codearith [102]
                0.00    0.00       4/7           finishbinexpval [105]
                0.00    0.00       4/41          luaK_exp2anyreg [96]
                0.00    0.00       4/162         savelineinfo [150]
                0.00    0.00       4/36          luaK_fixline [195]
-----------------------------------------------
                0.00    0.00       1/2           luaD_rawrunprotected <cycle 1> [32]
                0.00    0.00       1/2           close_state [4]
[103]    0.0    0.00    0.00       2         f_luaopen [103]
                0.00    0.00       1/257         luaH_resize <cycle 4> [122]
                0.00    0.00       1/1           luaT_init [128]
                0.00    0.00       1/1           luaX_init [129]
                0.00    0.00       2/21          luaH_new [120]
                0.00    0.00       5/20000430     luaM_free_ [30]
                0.00    0.00       1/1           luaS_init [153]
                0.00    0.00       1/1           stack_init [160]
-----------------------------------------------
                                   2             statement <cycle 2> [40]
[104]    0.0    0.00    0.00       2         forbody <cycle 2> [104]
                0.00    0.00       2/234         luaX_next [69]
                0.00    0.00       4/14          leaveblock [149]
                0.00    0.00       4/126         luaK_code [145]
                0.00    0.00       2/14          adjustlocalvars [162]
                0.00    0.00       2/162         savelineinfo [150]
                0.00    0.00       4/9           luaK_codeABx [224]
                0.00    0.00       2/13          luaK_reserveregs [211]
                0.00    0.00       2/4           luaK_getlabel [240]
                0.00    0.00       2/36          luaK_fixline [195]
                                   2             statement <cycle 2> [40]
-----------------------------------------------
                0.00    0.00       3/7           finishbinexpneg [107]
                0.00    0.00       4/7           codearith [102]
[105]    0.0    0.00    0.00       7         finishbinexpval [105]
                0.00    0.00       7/41          luaK_exp2anyreg [96]
                0.00    0.00      14/126         luaK_code [145]
                0.00    0.00       7/162         savelineinfo [150]
                0.00    0.00       7/9           freeexps [223]
                0.00    0.00       7/36          luaK_fixline [195]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [85]
[106]    0.0    0.00    0.00       9         luaK_posfix [106]
                0.00    0.00       4/4           finishbinexpneg [107]
                0.00    0.00       2/41          luaK_exp2anyreg [96]
                0.00    0.00       4/126         luaK_code [145]
                0.00    0.00       9/191         luaK_dischargevars [159]
                0.00    0.00       7/7           constfolding [229]
                0.00    0.00       2/3           isSCnumber [249]
                0.00    0.00       2/9           freeexps [223]
                0.00    0.00       1/5           luaK_setoneret [237]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [106]
[107]    0.0    0.00    0.00       4         finishbinexpneg [107]
                0.00    0.00       3/7           finishbinexpval [105]
                0.00    0.00       3/162         savelineinfo [150]
                0.00    0.00       3/36          luaK_fixline [195]
-----------------------------------------------
                0.00    0.00       1/357         lua_pushlstring [155]
                0.00    0.00       1/357         luaX_setinput [72]
                0.00    0.00       1/357         luaS_init [153]
                0.00    0.00       1/357         luaX_init [129]
                0.00    0.00       2/357         leaveblock [149]
                0.00    0.00       6/357         luaO_pushvfstring [138]
                0.00    0.00     119/357         luaX_newstring [79]
                0.00    0.00     226/357         luaS_new [111]
[108]    0.0    0.00    0.00     357         internshrstr [108]
                0.00    0.00     236/20000290     luaC_newobj [20]
                0.00    0.00       1/1           luaS_resize [166]
                0.00    0.00       1/1           tablerehash [277]
-----------------------------------------------
                0.00    0.00       1/24          luaL_newmetatable [97]
                0.00    0.00       1/24          luaopen_base [47]
                0.00    0.00       1/24          luaopen_package [26]
                0.00    0.00       1/24          luaopen_string [83]
                0.00    0.00       2/24          pmain <cycle 1> [38]
                0.00    0.00       2/24          setpath [98]
                0.00    0.00       3/24          warnfon [119]
                0.00    0.00       3/24          io_noclose [117]
                0.00    0.00      10/24          luaL_requiref <cycle 1> [87]
[109]    0.0    0.00    0.00      24         lua_pushstring [109]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00      24/323         luaS_new [111]
                0.00    0.00       1/163945      luaE_setdebt [178]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_math [81]
                0.00    0.00       3/4           luaopen_io [78]
[110]    0.0    0.00    0.00       4         lua_newuserdatauv [110]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00       4/562         luaS_newudata [140]
                0.00    0.00       1/163945      luaE_setdebt [178]
-----------------------------------------------
                0.00    0.00       1/323         lua_getglobal [158]
                0.00    0.00       1/323         luaY_parser [34]
                0.00    0.00      22/323         luaX_init [129]
                0.00    0.00      24/323         lua_pushstring [109]
                0.00    0.00      25/323         luaT_init [128]
                0.00    0.00      36/323         lua_getfield [121]
                0.00    0.00     214/323         auxsetstr [65]
[111]    0.0    0.00    0.00     323         luaS_new [111]
                0.00    0.00     226/357         internshrstr [108]
                0.00    0.00     228/364         luaS_newlstr [131]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           pmain <cycle 1> [38]
[112]    0.0    0.00    0.00       3         lua_gc [112]
                0.00    0.00       1/1           luaC_changemode [114]
                0.00    0.00       1/163945      luaE_setdebt [178]
-----------------------------------------------
                0.00    0.00       1/1           luaC_changemode [114]
[113]    0.0    0.00    0.00       1         entergen [113]
                0.00    0.00       1/163937      atomic [25]
                0.00    0.00       1/1           atomic2gen [143]
                0.00    0.00       1/1           singlestep [275]
                0.00    0.00       1/163937      finishgencycle [180]
                0.00    0.00       1/163945      luaE_setdebt [178]
-----------------------------------------------
                0.00    0.00       1/1           lua_gc [112]
[114]    0.0    0.00    0.00       1         luaC_changemode [114]
                0.00    0.00       1/1           entergen [113]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [11]
[115]    0.0    0.00    0.00       3         f_gc [115]
                0.00    0.00       3/3           io_noclose [117]
                0.00    0.00       6/9           luaL_checkudata [136]
-----------------------------------------------
                0.00    0.00       3/6           luaB_print [126]
                0.00    0.00       3/6           str_format [125]
[116]    0.0    0.00    0.00       6         luaL_tolstring [116]
                0.00    0.00       6/6           luaL_callmeta [118]
                0.00    0.00       3/6           lua_pushfstring [139]
                0.00    0.00       6/15          lua_absindex [207]
                0.00    0.00       6/6           lua_type [234]
                0.00    0.00       3/3           lua_isinteger [256]
                0.00    0.00       3/6           lua_tointegerx [233]
                0.00    0.00       3/40          lua_pushvalue [193]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [115]
[117]    0.0    0.00    0.00       3         io_noclose [117]
                0.00    0.00       3/24          lua_pushstring [109]
                0.00    0.00       3/9           luaL_checkudata [136]
                0.00    0.00       3/3           lua_pushnil [257]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [116]
[118]    0.0    0.00    0.00       6         luaL_callmeta [118]
                0.00    0.00       3/3           warnfon [119]
                0.00    0.00       6/15          lua_absindex [207]
                0.00    0.00       6/15          lua_getmetatable [208]
-----------------------------------------------
                0.00    0.00       3/3           luaL_callmeta [118]
[119]    0.0    0.00    0.00       3         warnfon [119]
                0.00    0.00       3/24          lua_pushstring [109]
                0.00    0.00       3/3           lua_rawget [258]
                0.00    0.00       3/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00       1/21          luaY_parser [34]
                0.00    0.00       2/21          f_luaopen [103]
                0.00    0.00      18/21          lua_createtable [86]
[120]    0.0    0.00    0.00      21         luaH_new [120]
                0.00    0.00      21/20000290     luaC_newobj [20]
-----------------------------------------------
                0.00    0.00       1/36          luaL_newmetatable [97]
                0.00    0.00       3/36          luaL_setmetatable [148]
                0.00    0.00       9/36          luaL_testudata [137]
                0.00    0.00      10/36          luaL_requiref <cycle 1> [87]
                0.00    0.00      13/36          luaL_getsubtable [95]
[121]    0.0    0.00    0.00      36         lua_getfield [121]
                0.00    0.00      36/323         luaS_new [111]
                0.00    0.00      36/373         luaH_getstr [169]
                0.00    0.00      36/70          index2value [188]
                0.00    0.00      14/14          luaV_finishget [209]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [49]
                0.00    0.00       1/257         f_luaopen [103]
                0.00    0.00      15/257         lua_createtable [86]
[122]    0.0    0.00    0.00      41         luaH_resize <cycle 4> [122]
                0.00    0.00      39/20000364     luaM_malloc_ [31]
                0.00    0.00      41/153         luaM_realloc_ [134]
                0.00    0.00       1/7           getgeneric [165]
                0.00    0.00     154/224         luaH_get [183]
                0.00    0.00      41/110         luaH_realasize [185]
                0.00    0.00      39/40          luaO_ceillog2 [192]
                                 154             luaH_newkey <cycle 4> [49]
-----------------------------------------------
                0.00    0.00       6/6           luaC_freeallobjects [5]
[123]    0.0    0.00    0.00       6         luaF_freeproto [123]
                0.00    0.00      42/20000430     luaM_free_ [30]
-----------------------------------------------
                0.00    0.00       1/21          dothecall [18]
                0.00    0.00      20/21          luaC_freeallobjects [5]
[124]    0.0    0.00    0.00      21         luaH_free [124]
                0.00    0.00      39/20000430     luaM_free_ [30]
                0.00    0.00      21/110         luaH_realasize [185]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [11]
[125]    0.0    0.00    0.00       3         str_format [125]
                0.00    0.00       3/6           luaL_tolstring [116]
                0.00    0.00       3/3           luaL_pushresult [157]
                0.00    0.00       9/12          prepbuffsize [213]
                0.00    0.00       9/9           luaL_prepbuffsize [225]
                0.00    0.00       3/8           lua_gettop [227]
                0.00    0.00       3/3           luaL_checklstring [252]
                0.00    0.00       3/4           lua_pushlightuserdata [243]
                0.00    0.00       3/3           luaL_buffinit [251]
                0.00    0.00       3/82          lua_settop [187]
                0.00    0.00       3/3           luaL_checknumber [253]
                0.00    0.00       3/3           checkformat [246]
                0.00    0.00       3/3           addlenmod [244]
                0.00    0.00       3/13          lua_tolstring [212]
                0.00    0.00       3/3           luaL_addvalue [250]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [11]
[126]    0.0    0.00    0.00       3         luaB_print [126]
                0.00    0.00       3/6           luaL_tolstring [116]
                0.00    0.00       3/8           lua_gettop [227]
                0.00    0.00       3/13          lua_tolstring [212]
                0.00    0.00       3/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00      33/33          luaD_precall <cycle 1> [11]
[127]    0.0    0.00    0.00      33         luaE_extendCI [127]
                0.00    0.00      33/20000364     luaM_malloc_ [31]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [103]
[128]    0.0    0.00    0.00       1         luaT_init [128]
                0.00    0.00      25/323         luaS_new [111]
                0.00    0.00      25/49          luaC_fix [189]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [103]
[129]    0.0    0.00    0.00       1         luaX_init [129]
                0.00    0.00      22/323         luaS_new [111]
                0.00    0.00       1/357         internshrstr [108]
                0.00    0.00       1/364         luaS_newlstr [131]
                0.00    0.00      23/49          luaC_fix [189]
-----------------------------------------------
                0.00    0.00  163937/163937      propagatemark [36]
[130]    0.0    0.00    0.00  163937         luaE_shrinkCI [130]
                0.00    0.00      28/20000430     luaM_free_ [30]
-----------------------------------------------
                0.00    0.00       1/364         luaX_setinput [72]
                0.00    0.00       1/364         luaX_init [129]
                0.00    0.00       2/364         leaveblock [149]
                0.00    0.00       4/364         lua_pushlstring [155]
                0.00    0.00       6/364         luaO_pushvfstring [138]
                0.00    0.00     122/364         luaX_newstring [79]
                0.00    0.00     228/364         luaS_new [111]
[131]    0.0    0.00    0.00     364         luaS_newlstr [131]
                0.00    0.00       8/20000290     luaC_newobj [20]
-----------------------------------------------
                0.00    0.00       1/168         docall <cycle 1> [167]
                0.00    0.00       1/168         main [1]
                0.00    0.00       5/168         luaopen_package [26]
                0.00    0.00      10/168         luaL_requiref <cycle 1> [87]
                0.00    0.00     151/168         luaL_setfuncs [67]
[132]    0.0    0.00    0.00     168         lua_pushcclosure [132]
                0.00    0.00       7/7           luaF_newCclosure [133]
-----------------------------------------------
                0.00    0.00       7/7           lua_pushcclosure [132]
[133]    0.0    0.00    0.00       7         luaF_newCclosure [133]
                0.00    0.00       7/20000290     luaC_newobj [20]
-----------------------------------------------
                0.00    0.00       1/153         luaS_resize [166]
                0.00    0.00       3/153         luaD_reallocstack [164]
                0.00    0.00       3/153         luaM_saferealloc_ [55]
                0.00    0.00      41/153         luaH_resize <cycle 4> [122]
                0.00    0.00      42/153         luaM_shrinkvector_ [146]
                0.00    0.00      63/153         luaM_growaux_ [141]
[134]    0.0    0.00    0.00     153         luaM_realloc_ [134]
                0.00    0.00     153/40000949     l_alloc [63]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [34]
                0.00    0.00       5/6           body <cycle 2> [84]
[135]    0.0    0.00    0.00       6         luaF_newproto [135]
                0.00    0.00       6/20000290     luaC_newobj [20]
-----------------------------------------------
                0.00    0.00       3/9           io_noclose [117]
                0.00    0.00       6/9           f_gc [115]
[136]    0.0    0.00    0.00       9         luaL_checkudata [136]
                0.00    0.00       9/9           luaL_testudata [137]
-----------------------------------------------
                0.00    0.00       9/9           luaL_checkudata [136]
[137]    0.0    0.00    0.00       9         luaL_testudata [137]
                0.00    0.00       9/36          lua_getfield [121]
                0.00    0.00       9/10          lua_touserdata [221]
                0.00    0.00       9/15          lua_getmetatable [208]
                0.00    0.00       9/34          luaV_equalobj [196]
                0.00    0.00       9/9           lua_rawequal [226]
                0.00    0.00       9/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00       6/6           lua_pushfstring [139]
[138]    0.0    0.00    0.00       6         luaO_pushvfstring [138]
                0.00    0.00       6/357         internshrstr [108]
                0.00    0.00       6/364         luaS_newlstr [131]
                0.00    0.00      19/19          addstr2buff [199]
                0.00    0.00       3/3           addnum2buff [245]
-----------------------------------------------
                0.00    0.00       1/6           luaL_loadfilex <cycle 1> [156]
                0.00    0.00       2/6           setpath [98]
                0.00    0.00       3/6           luaL_tolstring [116]
[139]    0.0    0.00    0.00       6         lua_pushfstring [139]
                0.00    0.00       6/6           luaO_pushvfstring [138]
-----------------------------------------------
                0.00    0.00       4/562         lua_newuserdatauv [110]
                0.00    0.00       7/562         getgeneric [165]
                0.00    0.00     551/562         luaH_newkey <cycle 4> [49]
[140]    0.0    0.00    0.00     562         luaS_newudata [140]
                0.00    0.00       4/20000290     luaC_newobj [20]
                0.00    0.00      11/11          luaS_hashlongstr [215]
-----------------------------------------------
                0.00    0.00       2/357         createlabel [171]
                0.00    0.00       2/357         body <cycle 2> [84]
                0.00    0.00       4/357         allocupvalue [168]
                0.00    0.00      17/357         addk [42]
                0.00    0.00      22/357         new_localvar [161]
                0.00    0.00      22/357         adjustlocalvars [162]
                0.00    0.00     126/357         luaK_code [145]
                0.00    0.00     162/357         savelineinfo [150]
[141]    0.0    0.00    0.00     357         luaM_growaux_ [141]
                0.00    0.00      63/153         luaM_realloc_ [134]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [34]
                0.00    0.00       5/6           body <cycle 2> [84]
[142]    0.0    0.00    0.00       6         close_func [142]
                0.00    0.00      42/42          luaM_shrinkvector_ [146]
                0.00    0.00       6/14          leaveblock [149]
                0.00    0.00       6/126         luaK_code [145]
                0.00    0.00       6/18          luaK_ret [201]
                0.00    0.00       6/6           luaK_finish [232]
-----------------------------------------------
                0.00    0.00       1/1           entergen [113]
[143]    0.0    0.00    0.00       1         atomic2gen [143]
                0.00    0.00       3/3           sweep2old [144]
-----------------------------------------------
                0.00    0.00       3/3           atomic2gen [143]
[144]    0.0    0.00    0.00       3         sweep2old [144]
                0.00    0.00       3/20000290     freeobj [28]
                0.00    0.00       3/20000430     luaM_free_ [30]
-----------------------------------------------
                0.00    0.00       1/126         check_match [99]
                0.00    0.00       1/126         subexpr <cycle 3> [85]
                0.00    0.00       1/126         luaY_parser [34]
                0.00    0.00       4/126         luaK_posfix [106]
                0.00    0.00       4/126         forbody <cycle 2> [104]
                0.00    0.00       6/126         close_func [142]
                0.00    0.00       6/126         body <cycle 2> [84]
                0.00    0.00       9/126         statement <cycle 2> [40]
                0.00    0.00      10/126         luaK_storevar [100]
                0.00    0.00      14/126         finishbinexpval [105]
                0.00    0.00      16/126         funcargs <cycle 3> [77]
                0.00    0.00      26/126         discharge2reg [75]
                0.00    0.00      28/126         luaK_dischargevars [159]
[145]    0.0    0.00    0.00     126         luaK_code [145]
                0.00    0.00     126/357         luaM_growaux_ [141]
                0.00    0.00     126/162         savelineinfo [150]
-----------------------------------------------
                0.00    0.00      42/42          close_func [142]
[146]    0.0    0.00    0.00      42         luaM_shrinkvector_ [146]
                0.00    0.00      42/153         luaM_realloc_ [134]
-----------------------------------------------
                0.00    0.00       1/6           propagatemark [36]
                0.00    0.00       1/6           luaV_objlen [51]
                0.00    0.00       4/6           luaC_checkfinalizer [152]
[147]    0.0    0.00    0.00       6         luaT_gettm [147]
                0.00    0.00       6/271946189     luaH_getshortstr [12]
-----------------------------------------------
                0.00    0.00       3/3           luaopen_io [78]
[148]    0.0    0.00    0.00       3         luaL_setmetatable [148]
                0.00    0.00       3/36          lua_getfield [121]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [40]
                0.00    0.00       2/14          test_then_block <cycle 2> [80]
                0.00    0.00       4/14          forbody <cycle 2> [104]
                0.00    0.00       6/14          close_func [142]
[149]    0.0    0.00    0.00      14         leaveblock [149]
                0.00    0.00       2/357         internshrstr [108]
                0.00    0.00       2/364         luaS_newlstr [131]
                0.00    0.00       2/2           createlabel [171]
-----------------------------------------------
                0.00    0.00       2/162         forbody <cycle 2> [104]
                0.00    0.00       3/162         finishbinexpneg [107]
                0.00    0.00       4/162         codearith [102]
                0.00    0.00       4/162         statement <cycle 2> [40]
                0.00    0.00       7/162         finishbinexpval [105]
                0.00    0.00      16/162         funcargs <cycle 3> [77]
                0.00    0.00     126/162         luaK_code [145]
[150]    0.0    0.00    0.00     162         savelineinfo [150]
                0.00    0.00     162/357         luaM_growaux_ [141]
-----------------------------------------------
                0.00    0.00       1/5           luaopen_package [26]
                0.00    0.00       1/5           luaopen_string [83]
                0.00    0.00       3/5           luaopen_io [78]
[151]    0.0    0.00    0.00       5         lua_setmetatable [151]
                0.00    0.00       4/4           luaC_checkfinalizer [152]
                0.00    0.00       5/70          index2value [188]
-----------------------------------------------
                0.00    0.00       4/4           lua_setmetatable [151]
[152]    0.0    0.00    0.00       4         luaC_checkfinalizer [152]
                0.00    0.00       4/6           luaT_gettm [147]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [103]
[153]    0.0    0.00    0.00       1         luaS_init [153]
                0.00    0.00       1/357         internshrstr [108]
                0.00    0.00       1/20000364     luaM_malloc_ [31]
                0.00    0.00       1/49          luaC_fix [189]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [32]
[154]    0.0    0.00    0.00       1         luaF_close [154]
                0.00    0.00       1/10000002     luaF_closeupval [29]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_utf8 [88]
                0.00    0.00       3/4           luaL_pushresult [157]
[155]    0.0    0.00    0.00       4         lua_pushlstring [155]
                0.00    0.00       1/357         internshrstr [108]
                0.00    0.00       4/364         luaS_newlstr [131]
-----------------------------------------------
                                   1             pmain <cycle 1> [38]
[156]    0.0    0.00    0.00       1         luaL_loadfilex <cycle 1> [156]
                0.00    0.00       1/6           lua_pushfstring [139]
                0.00    0.00       1/8           lua_gettop [227]
                0.00    0.00       1/1           skipcomment [276]
                0.00    0.00       1/13          lua_tolstring [212]
                0.00    0.00       1/17          lua_rotate [204]
                0.00    0.00       1/82          lua_settop [187]
                                   1             lua_load <cycle 1> [273]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[157]    0.0    0.00    0.00       3         luaL_pushresult [157]
                0.00    0.00       3/4           lua_pushlstring [155]
                0.00    0.00       3/17          lua_rotate [204]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [38]
[158]    0.0    0.00    0.00       1         lua_getglobal [158]
                0.00    0.00       1/323         luaS_new [111]
                0.00    0.00       1/373         luaH_getstr [169]
-----------------------------------------------
                0.00    0.00       1/191         suffixedexp <cycle 3> [44]
                0.00    0.00       2/191         luaK_goiftrue [172]
                0.00    0.00       9/191         luaK_infix [170]
                0.00    0.00       9/191         luaK_posfix [106]
                0.00    0.00      41/191         luaK_exp2anyreg [96]
                0.00    0.00      63/191         luaK_exp2nextreg [163]
                0.00    0.00      66/191         discharge2reg [75]
[159]    0.0    0.00    0.00     191         luaK_dischargevars [159]
                0.00    0.00      28/126         luaK_code [145]
                0.00    0.00       5/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [103]
[160]    0.0    0.00    0.00       1         stack_init [160]
                0.00    0.00       1/20000364     luaM_malloc_ [31]
-----------------------------------------------
                0.00    0.00       8/22          body <cycle 2> [84]
                0.00    0.00      14/22          statement <cycle 2> [40]
[161]    0.0    0.00    0.00      22         new_localvar [161]
                0.00    0.00      22/357         luaM_growaux_ [141]
-----------------------------------------------
                0.00    0.00       2/14          forbody <cycle 2> [104]
                0.00    0.00       5/14          body <cycle 2> [84]
                0.00    0.00       7/14          statement <cycle 2> [40]
[162]    0.0    0.00    0.00      14         adjustlocalvars [162]
                0.00    0.00      22/357         luaM_growaux_ [141]
-----------------------------------------------
                0.00    0.00       1/63          restassign [66]
                0.00    0.00       2/63          check_match [99]
                0.00    0.00       5/63          body <cycle 2> [84]
                0.00    0.00       6/63          luaK_exp2anyreg [96]
                0.00    0.00       7/63          statement <cycle 2> [40]
                0.00    0.00      16/63          suffixedexp <cycle 3> [44]
                0.00    0.00      26/63          funcargs <cycle 3> [77]
[163]    0.0    0.00    0.00      63         luaK_exp2nextreg [163]
                0.00    0.00      63/191         luaK_dischargevars [159]
                0.00    0.00       9/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       1/3           luaD_shrinkstack [56]
                0.00    0.00       2/3           luaD_precall <cycle 1> [11]
[164]    0.0    0.00    0.00       3         luaD_reallocstack [164]
                0.00    0.00       3/153         luaM_realloc_ [134]
                0.00    0.00       3/3           correctstack [247]
-----------------------------------------------
                0.00    0.00       1/7           luaH_resize <cycle 4> [122]
                0.00    0.00       3/7           addk [42]
                0.00    0.00       3/7           luaH_getstr [169]
[165]    0.0    0.00    0.00       7         getgeneric [165]
                0.00    0.00       7/562         luaS_newudata [140]
                0.00    0.00       3/3           luaS_eqlngstr [254]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [108]
[166]    0.0    0.00    0.00       1         luaS_resize [166]
                0.00    0.00       1/153         luaM_realloc_ [134]
-----------------------------------------------
                                   1             pmain <cycle 1> [38]
[167]    0.0    0.00    0.00       1         docall <cycle 1> [167]
                0.00    0.00       1/168         lua_pushcclosure [132]
                0.00    0.00       2/17          lua_rotate [204]
                0.00    0.00       1/8           lua_gettop [227]
                0.00    0.00       1/82          lua_settop [187]
                                   1             lua_pcallk <cycle 1> [264]
-----------------------------------------------
                0.00    0.00       1/4           luaY_parser [34]
                0.00    0.00       3/4           check_match [99]
[168]    0.0    0.00    0.00       4         allocupvalue [168]
                0.00    0.00       4/357         luaM_growaux_ [141]
-----------------------------------------------
                0.00    0.00       1/373         lua_getglobal [158]
                0.00    0.00      36/373         lua_getfield [121]
                0.00    0.00     122/373         luaX_newstring [79]
                0.00    0.00     214/373         auxsetstr [65]
[169]    0.0    0.00    0.00     373         luaH_getstr [169]
                0.00    0.00       3/7           getgeneric [165]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [85]
[170]    0.0    0.00    0.00       9         luaK_infix [170]
                0.00    0.00       9/191         luaK_dischargevars [159]
                0.00    0.00       2/5           luaK_setoneret [237]
                0.00    0.00       1/3           isSCnumber [249]
                0.00    0.00       1/11          luaK_exp2K [214]
-----------------------------------------------
                0.00    0.00       2/2           leaveblock [149]
[171]    0.0    0.00    0.00       2         createlabel [171]
                0.00    0.00       2/357         luaM_growaux_ [141]
                0.00    0.00       2/4           luaK_getlabel [240]
-----------------------------------------------
                0.00    0.00       2/2           test_then_block <cycle 2> [80]
[172]    0.0    0.00    0.00       2         luaK_goiftrue [172]
                0.00    0.00       2/191         luaK_dischargevars [159]
                0.00    0.00       2/2           luaK_concat [263]
                0.00    0.00       2/6           patchlistaux [236]
-----------------------------------------------
                0.00    0.00  655748/655748      atomic [25]
[173]    0.0    0.00    0.00  655748         clearbyvalues [173]
-----------------------------------------------
                0.00    0.00  655748/655748      finishgencycle [180]
[174]    0.0    0.00    0.00  655748         correctgraylist [174]
-----------------------------------------------
                0.00    0.00       3/328167      singlestep [275]
                0.00    0.00      33/328167      luaC_step [14]
                0.00    0.00  328131/328167      propagatemark [36]
[175]    0.0    0.00    0.00  328167         reallymarkobject [175]
-----------------------------------------------
                0.00    0.00  327874/327874      atomic [25]
[176]    0.0    0.00    0.00  327874         clearbykeys [176]
